Bedroom,Bathroom,Floor,Parking,Property Face,Build Year,Area Covered,Road Access,Build Up Area,Posted Date,Price,District,Location
4,5,,1,West,2080.0,4.5 Aana,13 Feet / Gravelled,N/A Aana,6 months ago,"NPR. 4,50,00,000 Onwards",Kathmandu,Bhangal
4,3,2.0,3,South,,0-3-1-0 Aana,12 Feet / Paved,1112.459 Sq. Feet,1 week ago,"NPR. 2,65,00,000 Onwards",Lalitpur,Imadol
4,2,2.5,3,South,,0-20-0-0 Aana,16 Feet / Blacktopped,N/A Aana,4 years ago,"NPR. 9,00,00,000 Total price",Lalitpur,Dhobighat
5,4,3.0,4,South,,0-3-0-2 Aana,16 Feet / Gravelled,1069.726 Sq. Feet,1 week ago,"NPR. 2,65,00,000 Onwards",Lalitpur,Imadol
5,4,3.0,1,East,,0-3-1-0 Aana,13 Feet / Paved,N/A Aana,1 week ago,"NPR. 3,20,00,000 Onwards",Lalitpur,Imadol
4,4,,1,South East,,4 Aana,13 Feet,2100 Sq. Feet,1 month ago,"NPR. 3,15,00,000 Onwards",Lalitpur,Satdobato
5,3,2.0,4,East,,0-4-0-0 Aana,8 Feet / Gravelled,1369.181 Sq. Feet,1 day ago,"NPR. 2,70,00,000 Onwards",Kathmandu,Budhanilkantha
4,4,3.0,1,East,2078.0,0-3-0-0 to 0-4-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"NPR. 2,10,00,000 Onwards",Lalitpur,Imadol
0,3,2.0,1,West,2077.0,3 aana 1 paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 2,00,00,000 Onwards",Lalitpur,Lubhu
0,0,,0,South,,0-2-3-2 Aana,0 Feet,N/A Aana,3 years ago,"NPR. 1,22,00,000",Bhaktapur,Suryabinayak
0,0,,0,South,,0-2-3-0 Aana,0 Feet,N/A Aana,3 years ago,"NPR. 1,22,00,000",Bhaktapur,Suryabinayak
5,4,3.0,5,West,,3 Aana,16 Feet,3 Aana,2 weeks ago,"NPR. 2,97,00,000 Per Aana",Lalitpur,Sano Gaun
4,5,2.0,4,North,,0-5-5-0 Aana,13 Feet / Paved,0-5-5-0 Aana,2 weeks ago,"NPR. 6,50,00,000 Onwards",Lalitpur,Bhaisepati
5,4,,1,North East,2080.0,0.3.0.0 Aana,13 Feet / Gravelled,2450 Aana,6 months ago,"NPR. 2,75,00,000 Onwards",Kathmandu,Sitapaila
4,3,2.0,0,East,2077.0,0-3-0-0 Aana,20 Feet / Soil Stabilized,95 Sq. Meter,10 months ago,"NPR. 1,75,00,000 Onwards",Bhaktapur,Bageshwori
5,4,2.0,1,South,,3-1 Aana,0 Feet / Paved,2000 Sq. Feet,1 week ago,"NPR. 2,95,00,000 Onwards",Lalitpur,Imadol
6,3,3.0,1,East,2080.0,0-3-2-1 Aana,13 Feet / Paved,N/A Aana,2 weeks ago,"NPR. 2,25,00,000",Lalitpur,Tikathali
4,4,2.5,1,West,2080.0,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Aana,4 weeks ago,"NPR. 2,40,00,000",Lalitpur,Imadol
5,3,2.5,1,East,2080.0,0-5-3-3.70 Aana,20 Feet / Blacktopped,"1,980.28 Aana",2 months ago,"NPR. 4,48,00,000",Lalitpur,Sunakothi
5,3,3.0,1,East,2023.0,3 Aana,10 Feet / Gravelled,2100 Sq. Feet,3 months ago,"NPR. 2,25,00,000 Onwards",Kathmandu,Kapan
5,4,3.0,3,South,,3 Aana,13 Feet / Paved,1133.880 Sq. Feet,2 weeks ago,"NPR. 3,35,00,000 Onwards",Lalitpur,Imadol
2,1,1.35,1,North East,2076.0,0-3-2-0 Aana,10 Feet / Gravelled,N/A Aana,4 years ago,"NPR. 1,30,00,000 Total price",Lalitpur,Imadol
5,3,2.5,1,East,2080.0,0-4-3-1.20 Aana,20 Feet / Blacktopped,"1,980.28 Sq. Feet",2 months ago,"NPR. 3,90,00,000",Lalitpur,Sunakothi
8,7,3.5,2,East,2075.0,7.1 Aana,10 Feet,3400 Sq. Feet,5 years ago,"NPR. 3,30,00,000",Lalitpur,Harisiddhi
0,0,2.5,0,East,,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"NPR. 1,50,00,000",Bhaktapur,Duwakot
4,4,3.0,1,North,2080.0,3 aana 2 paisa 2 dam Aana,20 Feet / Gravelled,0 Aana,1 month ago,"NPR. 2,85,00,000",Lalitpur,Harisiddhi
6,4,3.0,1,South,,4-2 Aana,0 Feet / Paved,2100 Sq. Feet,1 week ago,"NPR. 2,90,00,000 Onwards",Lalitpur,Imadol
7,4,3.0,2,North,,0-4-2-0 Aana,20 Feet,820 Sq. Feet,1 year ago,"NPR. 3,10,00,000 Onwards",Bhaktapur,Sipadol
2,1,1.0,3,West,,0-2-2-2 Aana,13 Feet / Paved,898.579 Sq. Feet,1 week ago,"NPR. 1,45,00,000 Onwards",Lalitpur,Imadol
3,3,2.0,1,South,2079.0,3 aana 3 dam Aana,13 Feet / Paved,0 Aana,1 month ago,"NPR. 1,75,00,000 Onwards",Lalitpur,Lamatar
5,3,3.0,1,South East,,0-3-0-1 Aana,13 Feet,N/A Aana,2 years ago,"NPR. 1,80,00,000",Bhaktapur,Changunarayan
12,4,,0,South,,4 Aana,20 Feet,2610 Aana,5 years ago,"NPR. 2,25,00,000",Bhaktapur,Dadikot
3,4,3.0,2,North,2069.0,3 Aana,10 Feet / Soil Stabilized,N/A Sq. Feet,3 years ago,"NPR. 1,90,00,000 N/A",Bhaktapur,Balkot
5,4,,0,South East,2080.0,3 Aana,12 Feet / Paved,N/A Aana,6 months ago,"NPR. 2,45,00,000 Onwards",Kathmandu,Sitapaila
3,1,1.0,1,East,2019.0,4 Aana,8 Feet,N/A Aana,3 years ago,"NPR. 80,00,000 Onwards",Bhaktapur,Bhaktapur
0,0,,0,East,,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,3 years ago,"NPR. 1,70,00,000",Bhaktapur,Balkot
4,4,3.0,1,West,,3 aana Aana,0 Feet,0 Aana,1 month ago,"NPR. 2,40,00,000 Onwards",Lalitpur,Imadol
4,4,2.5,1,South,,0-3-0-0 Aana,13 Feet / Paved,1950 Sq. Feet,8 months ago,"NPR. 2,55,00,000 Total Price",Lalitpur,Imadol
3,4,3.0,1,South,,0-2-3-0 Aana,13 Feet / Paved,N/A Aana,1 week ago,"NPR. 2,50,00,000 Onwards",Lalitpur,Tikathali
5,6,3.0,4,South,,0-3-3-0 Aana,13 Feet / Gravelled,1283.607 Sq. Feet,1 week ago,"NPR. 3,50,00,000 Onwards",Lalitpur,Imadol
5,3,2.5,1,South,2080.0,0-9-2-0.3 Aana,20 Feet / Blacktopped,"4,782.29 Sq. Feet",2 months ago,"NPR. 8,35,00,000",Lalitpur,Sunakothi
0,0,,0,East,,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,2 years ago,"NPR. 1,15,00,000",Bhaktapur,Sudal
4,4,2.5,1,South,2080.0,0-2-3-0 Aana,13 Feet / Concrete,N/A Sq. Feet,2 months ago,"NPR. 2,37,00,000",Lalitpur,Imadol
5,4,,3,East,,9.2 aana Aana,13 Feet,N/A Aana,2 months ago,"NPR. 8,00,00,000",Lalitpur,Gwarko
0,0,,0,West,,0-5-0-0 Aana,12 Feet,N/A Sq. Feet,2 years ago,"NPR. 2,80,00,000",Bhaktapur,Lokanthali
0,0,,0,West,,0-3-2-0 Aana,20 Feet,N/A Sq. Feet,2 years ago,"NPR. 75,00,000",Bhaktapur,Bhaktapur
2,1,,1,South,,3 Aana,13 Feet,1430 Sq. Feet,1 month ago,"NPR. 1,50,00,000 Onwards",Lalitpur,Imadol
0,3,,1,East,,5 Aana,13 Feet / Blacktopped,N/A Aana,2 months ago,"NPR. 3,10,00,000 Onwards",Lalitpur,Bhaisepati
3,3,2.0,2,West,2080.0,0-3-0-0 Aana,13 Feet / Paved,000 Aana,3 months ago,"NPR. 2,65,00,000 Onwards",Lalitpur,Tikathali
5,4,,4,North,,0-8-0-1 Aana,13 Feet / Paved,2759.782 Sq. Feet,2 weeks ago,"NPR. 3,35,00,000 Onwards",Lalitpur,Imadol
5,4,,1,North,,0-3-0-0 Aana,20 Feet,2400 Aana,2 months ago,"NPR. 3,25,00,000 Onwards",Lalitpur,Imadol
3,4,3.0,1,South West,2016.0,3 Aana,13 Feet / Blacktopped,2400 Sq. Feet,3 months ago,"NPR. 1,99,00,000 Onwards",Kathmandu,Gokarneshwor
6,4,,1,East,2079.0,0-3.5-0-0 Aana,13 Feet / Blacktopped,2248 Sq. Feet,1 week ago,"NPR. 3,05,00,000 Onwards",Lalitpur,Imadol
6,2,2.0,0,South,2068.0,0-2-3-0 Aana,24 Feet / Blacktopped,1800 Sq. Feet,1 year ago,"NPR. 2,45,00,000 Total price",Kathmandu,Kapan
8,4,4.0,1,West,,0-4-0-0 Aana,20 Feet / Soil Stabilized,N/A Aana,8 months ago,"NPR. 3,80,00,000 Total Price",Lalitpur,Dhapakhel
0,0,2.0,0,North,2015.0,0-3-2-0 Aana,13 Feet / Blacktopped,0-3-2-0 Aana,4 years ago,"NPR. 1,55,00,000 Onwards",Kathmandu,Gothatar
5,4,,1,East,,0-3-1-2 Aana,13 Feet,2450 Sq. Feet,1 month ago,"NPR. 3,20,00,000 Onwards",Lalitpur,Imadol
5,4,3.0,1,South East,2080.0,0-4-0-1 Aana,13 Feet / Blacktopped,N/A Aana,1 week ago,"NPR. 3,35,00,000",Lalitpur,Mahalaxmisthan
0,4,3.0,2,South,2080.0,3 aana 1 paisa Aana,13 Feet / Paved,0 Aana,1 month ago,"NPR. 3,05,00,000",Lalitpur,Imadol
5,4,2.0,2,South West,,0-7-0-0 Aana,13 Feet / Gravelled,2396.066 Sq. Feet,1 day ago,"NPR. 4,80,00,000 Onwards",Kathmandu,Maharajgunj
0,0,,0,West,,0-3-2-0 Aana,12 Feet,N/A Sq. Feet,2 years ago,"NPR. 92,00,000",Bhaktapur,Sudal
0,5,3.0,1,South West,2079.0,0-4-1-0 Aana,10 Feet / Gravelled,N/A Aana,1 week ago,"NPR. 3,30,00,000 Onwards",Lalitpur,Imadol
0,0,2.5,0,East,,0-3-0-0 Aana,20 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"NPR. 2,30,00,000",Bhaktapur,Sallaghari
5,5,3.0,1,West,,0-3-1-0 Aana,20 Feet / Blacktopped,N/A Aana,1 week ago,"NPR. 3,95,00,000 Onwards",Lalitpur,Harisiddhi
0,4,,2,North,2020.0,4 Aana,0 Feet / Blacktopped,3.75 Aana,4 months ago,"NPR. 4,50,00,000",Kathmandu,Budhanilkantha
4,4,3.0,2,West,,0-4-0-0 Aana,35 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 5,70,00,000 Total Price",Lalitpur,Bhaisepati
0,2,3.0,1,North,,3 anna 2 paisa Aana,13 Feet,0 Aana,2 months ago,"NPR. 3,35,00,000 Onwards",Lalitpur,Imadol
0,0,,0,North East,,0-6-0-0 Aana,0 Feet,N/A Sq. Feet,3 years ago,"NPR. 55,50,000",Bhaktapur,Nagarkot
0,0,,0,East,,0-3-2-0 Aana,13 Feet,N/A Aana,3 years ago,"NPR. 1,85,00,000",Bhaktapur,Lokanthali
6,2,3.0,2,North,2009.0,0-3-2-0 Aana,8 Feet / Paved,0-2-3-0 Aana,3 months ago,"NPR. 1,99,99,999",Kathmandu,Dhumbarahi
3,4,2.5,1,East,2073.0,0-2-3-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 2,50,00,000",Lalitpur,Imadol
4,4,2.5,1,South East,2080.0,0-3-1-0 Aana,13 Feet / Concrete,N/A Sq. Feet,2 months ago,"NPR. 2,65,00,000",Lalitpur,Imadol
5,3,3.0,1,East,2076.0,4 Aana,20 Feet / Blacktopped,4 Aana,5 months ago,"NPR. 3,00,00,000",Kathmandu,Gothatar
0,0,,0,North,,0-4-2-1.5 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"NPR. 3,99,00,000",Bhaktapur,Kamalbinayak
6,3,3.0,1,East,2075.0,0-3-2-0 Aana,10 Feet / Gravelled,2150 Aana,3 years ago,"NPR. 1,95,00,000",Bhaktapur,Sipadol
4,3,3.0,2,South,2071.0,0-5-0-2 Aana,28 Feet / Blacktopped,2390.65 Aana,4 years ago,"NPR. 3,95,00,000",Bhaktapur,Balkot
5,4,3.0,1,South,2024.0,0-3-1-0 Aana,0 Feet,N/A Aana,2 weeks ago,"NPR. 3,15,00,000",Lalitpur,Imadol
6,5,2.0,2,East,2080.0,4 anna 2 dam Aana,13 Feet / Paved,000 Aana,3 months ago,"NPR. 3,50,00,000 Onwards",Kathmandu,Budhanilkantha
7,4,3.5,1,North,2080.0,0-3-0-0 Aana,20 Feet / Concrete,N/A Sq. Feet,4 days ago,"NPR. 2,80,00,000 Total price",Lalitpur,Imadol
7,5,4.0,2,South West,2079.0,0-4-3-0 Aana,13 Feet / Gravelled,0-2-3-2} Aana,10 months ago,"NPR. 3,30,00,000",Bhaktapur,Dadikot
2,1,1.0,1,East,,0-3-1-2 Aana,0 Feet,N/A Aana,1 week ago,"NPR. 1,65,00,000 Onwards",Lalitpur,Tikathali
5,3,2.0,2,South,2078.0,3 Aana,13 Feet / Gravelled,000 Aana,3 months ago,"NPR. 2,50,00,000 Onwards",Lalitpur,Imadol
4,4,3.0,3,North West,2020.0,0-5-2-2 Aana,13 Feet / Blacktopped,2200 Aana,3 years ago,"NPR. 3,65,00,000",Lalitpur,Kusunti
3,1,2.0,2,West,2080.0,3 Aana,14 Feet / Paved,N/A Aana,6 months ago,"NPR. 1,25,00,000 Onwards",Kathmandu,Chandragiri
3,2,2.5,0,North,2080.0,0-4-0-2 Aana,20 Feet / Gravelled,N/A Aana,3 months ago,"NPR. 3,75,00,000 Total Price",Kathmandu,Sanobharyang
4,3,2.5,1,East,2075.0,0-3-2-0 Aana,13 Feet / Gravelled,2000 Aana,1 year ago,"NPR. 2,60,00,000 Total price",Lalitpur,Imadol
5,5,3.0,2,South,2078.0,0-9-3-0 Aana,13 Feet / Paved,4200 Aana,2 years ago,"NPR. 7,95,00,000 Total Price",Lalitpur,Thecho
6,3,3.0,2,East,2073.0,0-5-0-0 Aana,13 Feet / Blacktopped,2300 Aana,2 years ago,"NPR. 2,80,00,000 Total price",Lalitpur,Dhapakhel
5,7,3.0,2,East,2076.0,22 Aana,20 Feet / Gravelled,9 Aana,3 years ago,"NPR. 14,00,00,000",Bhaktapur,Bode
6,5,3.0,2,South,2080.0,0-4-0-2 Aana,13 Feet / Blacktopped,N/A Aana,2 weeks ago,"NPR. 3,35,00,000",Lalitpur,Imadol
5,3,2.5,1,West,,0-2-2-0 Aana,13 Feet / Blacktopped,2000 Aana,1 week ago,"NPR. 2,10,00,000 Total price",Lalitpur,Nakkhu
0,4,3.0,1,North East,,3 aana 3 paisa Aana,13 Feet,0 Aana,1 month ago,"NPR. 2,85,00,000 Onwards",Lalitpur,Harisiddhi
5,4,2.5,2,East,2075.0,0-3-0-1 Aana,20 Feet / Gravelled,2200 Aana,4 years ago,"NPR. 2,60,00,000 Onwards",Lalitpur,Hattiban
0,0,,0,South,,0-3-0-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,"NPR. 80,00,000",Bhaktapur,Duwakot
0,4,2.0,1,West,2080.0,3aana 1paisa Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 3,10,00,000",Lalitpur,Imadol
4,4,2.0,1,East,2080.0,2 aana 3 paisa 2 dam Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 2,30,00,000",Lalitpur,Imadol
7,5,2.0,2,South East,2080.0,0-4-1-1 Aana,16 Feet,2500 Aana,1 week ago,"NPR. 4,15,00,000 Onwards",Lalitpur,Nakhipot
5,5,2.5,2,North,,9 Aana,26 Feet / Paved,N/A Aana,1 year ago,"NPR. 5,25,00,000 Total Price",Bhaktapur,Balkot
4,4,4.0,1,North,2000.0,0-8-0-0 Aana,20 Feet / Gravelled,N/A Aana,6 months ago,"NPR. 1,00,00,000 Per Aana",Kathmandu,Baneshwor
12,3,3.0,0,East,,0-4-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"NPR. 2,85,00,000 N/A",Bhaktapur,Suryabinayak
3,4,3.0,1,South West,2022.0,0-4-1-1 Aana,20 Feet / Gravelled,0-3-0-0 Aana,3 months ago,"NPR. 3,50,00,000",Kathmandu,Thali
4,4,2.0,4,South East,,0-5-2-0 Aana,12 Feet / Blacktopped,1882.624 Sq. Feet,1 day ago,"NPR. 5,50,00,000",Kathmandu,Chundevi
5,3,3.0,1,North East,2076.0,0-4-0-0 Aana,33 Feet / Blacktopped,2200 Sq. Feet,2 years ago,"NPR. 2,00,00,000 Total Price",Bhaktapur,Duwakot
0,0,,0,East,,0-3-0-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,"NPR. 18,00,000",Bhaktapur,Bhaktapur
4,2,3.0,2,West,2077.0,0-5-0-0 Aana,13 Feet / Gravelled,2500 Sq. Feet,1 year ago,"NPR. 2,75,00,000 Total Price",Lalitpur,Lubhu
4,4,2.5,1,East,,0-4-3-0 Aana,14 Feet / Blacktopped,N/A Sq. Feet,6 months ago,"NPR. 5,20,00,000 Total Price",Kathmandu,Baluwatar
2,1,1.5,1,East,2077.0,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"NPR. 1,25,00,000 Total price",Lalitpur,Imadol
4,3,3.0,2,North West,2048.0,0-12-0-0 Aana,26 Feet / Blacktopped,2600 Aana,2 years ago,"NPR. 9,50,00,000 Total price",Lalitpur,Jawalakhel
5,3,3.0,3,North East,2075.0,0-6-2-0 Aana,13 Feet / Paved,N/A Aana,2 years ago,"NPR. 3,65,00,000 Total price",Kathmandu,Hattigauda
6,5,3.0,2,East,2080.0,0-4-0-0 Aana,14 Feet / Paved,0000 Aana,3 months ago,"NPR. 3,35,00,000 Onwards",Kathmandu,Kapan
4,3,,1,West,2075.0,0-3-1-0 Aana,16 Feet / Blacktopped,N/A Sq. Feet,3 months ago,"NPR. 2,75,00,000 Total Price",Kathmandu,Sitapaila
4,4,3.0,1,East,2078.0,0-3-0-0 Aana,13 Feet / Soil Stabilized,1700 Aana,2 years ago,"NPR. 2,10,00,000 Total price",Lalitpur,Imadol
5,4,2.5,1,North East,2080.0,0-4-1-0 Aana,16 Feet / Concrete,N/A Sq. Feet,3 months ago,"NPR. 5,80,00,000 Total Price",Kathmandu,Thulo Bharyang
0,4,2.0,2,South East,2080.0,4 aana Aana,0 Feet,0 Aana,4 weeks ago,"NPR. 3,15,00,000 Onwards",Lalitpur,Satdobato
7,5,3.0,1,South,2080.0,0-4-0-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 4,15,00,000",Lalitpur,Imadol
6,6,,2,South East,,6 Aana,26 Feet,4200 Aana,1 month ago,"NPR. 5,50,00,000 Onwards",Lalitpur,Bhaisepati
3,3,2.0,2,South West,2075.0,0-5-0-0 Aana,13 Feet / Paved,2300 Sq. Feet,2 years ago,"NPR. 2,45,00,000 Total price",Bhaktapur,Sirutar
0,0,,0,West,,0-4-0-0 Aana,13 Feet,N/A Sq. Feet,2 years ago,"NPR. 2,15,00,000",Bhaktapur,Balkot
4,3,2.5,1,South West,2070.0,0-3-2-0 Sq. Feet,13 Feet / Concrete,N/A Sq. Feet,3 months ago,"NPR. 2,85,00,000 Total Price",Kathmandu,Swayambhu
6,5,2.0,0,West,,0-8-2-0 Aana,16 Feet / Blacktopped,2909.509 Sq. Feet,1 day ago,"NPR. 7,85,00,000 Onwards",Kathmandu,Budhanilkantha
5,3,2.5,1,South,2080.0,0-4-2-1.80 Aana,20 Feet / Blacktopped,"1,980.28 Aana",2 months ago,"NPR. 3,90,00,000",Lalitpur,Sunakothi
0,0,,0,East,,0-4-0-0 Aana,10 Feet,N/A Sq. Feet,3 years ago,"NPR. 1,45,00,000",Bhaktapur,Bhaktapur
5,4,2.0,4,West,,0-8-0-1 Aana,13 Feet / Paved,2759.782 Sq. Feet,2 weeks ago,"NPR. 2,90,00,000 Onwards",Lalitpur,Imadol
5,5,2.5,3,North,,0-6-0-0 Aana,16 Feet / Blacktopped,2200 Aana,1 year ago,"NPR. 4,50,00,000 Total",Lalitpur,Hattiban
5,5,2.0,7,South East,,1-3-2-0 Aana,18 Feet / Blacktopped,6673.895 Sq. Feet,1 day ago,"NPR. 15,25,00,000 Onwards",Kathmandu,Naxal
3,4,3.0,6,North,,0-5-2-2 Aana,24 Feet / Blacktopped,1925.464 Sq. Feet,1 week ago,"NPR. 5,30,00,000 Onwards",Bhaktapur,Balkot
4,4,2.5,1,East,,0-3-0-0 Aana,13 Feet / Soil Stabilized,1927 Sq. Feet,8 months ago,"NPR. 2,45,00,000 Total Price",Lalitpur,Imadol
2,1,1.0,1,West,2080.0,0-2-3-2 Aana,13 Feet / Paved,N/A Aana,1 week ago,"NPR. 1,60,00,000 Onwards",Lalitpur,Tikathali
10,3,3.0,2,East,2077.0,0-3-3-0 Aana,10 Feet / Gravelled,2565.09 Aana,2 years ago,"NPR. 2,10,00,000",Bhaktapur,Changunarayan
0,0,3.0,3,South,,5 aana 1 paisa Aana,13 Feet / Paved,0 Aana,1 month ago,"NPR. 5,50,00,000",Lalitpur,Imadol
6,4,2.5,1,West,2077.0,0-3-1-0 Aana,13 Feet / Concrete,N/A Aana,2 months ago,"NPR. 2,70,00,000",Lalitpur,Imadol
2,1,1.0,2,North West,2077.0,3 aana 2 paisa Aana,20 Feet,0 Aana,2 months ago,"NPR. 1,70,00,000",Lalitpur,Lubhu
0,0,,0,West,,0-2-3-0 Aana,16 Feet,N/A Sq. Feet,2 years ago,"NPR. 1,65,00,000",Bhaktapur,Suryabinayak
0,4,3.0,2,South,2080.0,4 aana Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 3,35,00,000",Lalitpur,Imadol
0,0,3.0,1,North,,4 Aana,10 Feet / Gravelled,2 Paisa,2 months ago,"NPR. 3,30,00,000 Onwards",Lalitpur,Tikathali
0,0,,0,North West,,0-4-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,"NPR. 1,90,00,000",Bhaktapur,Bhaktapur
4,2,3.0,10,South East,,29 Aana,16 Feet,N/A Aana,6 months ago,"NPR. 17,50,00,000 Onwards",Kathmandu,Sitapaila
4,3,2.5,2,North East,,0-4-0-0 Aana,20 Feet / Blacktopped,1800 Sq. Feet,6 months ago,"NPR. 6,00,00,000 Total Price",Kathmandu,Tahachal
0,0,3.0,2,South East,,3 anna 2 paisa 2 dam Aana,13 Feet,0 Aana,2 months ago,"NPR. 3,10,00,000 Onwards",Lalitpur,Imadol
4,4,,4,South East,,0-9-0-0 Aana,16 Feet,2900 Sq. Feet,3 months ago,"NPR. 8,75,00,000 Onwards",Lalitpur,Bhaisepati
7,3,2.5,1,West,,0-4-2-0 Aana,16 Feet / Blacktopped,N/A Sq. Feet,3 months ago,"NPR. 3,00,00,000 Total Price",Kathmandu,Sitapaila
0,0,,0,West,,0-3-2-0 Aana,0 Feet,N/A Sq. Feet,2 years ago,"NPR. 37,00,000 Per aana",Bhaktapur,Kausaltar
4,4,3.0,2,East,2078.0,0-3-0-1 Aana,13 Feet / Gravelled,2250 Aana,2 years ago,"NPR. 2,45,00,000 Total price",Lalitpur,Imadol
5,4,,1,South,,0-3-0-3 Aana,11 Feet,2160 Sq. Feet,2 months ago,"NPR. 2,65,00,000 Onwards",Lalitpur,Tikathali
9,9,4.5,3,East,,0-10-0-0 Aana,13 Feet / Blacktopped,N/A Aana,8 months ago,"NPR. 7,00,00,000 Total Price",Lalitpur,Satdobato
0,0,3.0,2,South,2080.0,4 aana 1.5 dam Aana,13 Feet / Gravelled,0 Aana,1 month ago,"NPR. 3,95,00,000",Lalitpur,Imadol
0,0,2.0,2,North,2080.0,3 aana 1 paisa 2 dam Aana,0 Feet,0 Aana,1 month ago,"NPR. 2,99,00,000",Lalitpur,Imadol
4,3,2.5,1,South,2080.0,0-4-0-0 Aana,18 Feet / Gravelled,N/A Aana,1 month ago,"NPR. 2,60,00,000 Total Price",Lalitpur,Dhapakhel
5,3,2.5,1,West,2080.0,0-6-2-1.80 Aana,20 Feet / Blacktopped,"2,148.49 Aana",2 months ago,"NPR. 4,92,00,000",Lalitpur,Sunakothi
